id,edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
235,19,Yes,Travel_Frequently,Sales,1,Primaria,Technical Degree,Alta,Baja,1,Sales Representative,Baja,Single,2325.0,0,No,21,Muy_Alta,Baja,0,1,5,0,0,0
238,36,No,Travel_Frequently,Research & Development,3,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,2088.0,4,No,12,Alta,Alta,0,13,3,8,7,2
239,30,No,Non-Travel,Research & Development,9,Universitaria,Systems Engineer,Alta,Alta,2,Laboratory Technician,No aplica,Divorced,3072.0,1,No,11,Alta,Alta,2,12,4,12,6,10
240,45,No,Travel_Rarely,Sales,4,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Divorced,5006.0,4,Yes,11,Alta,Baja,1,9,3,5,0,3
242,33,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Alta,Alta,1,Research Scientist,Alta,Single,2500.0,0,No,14,Alta,Baja,0,4,2,3,0,2
243,19,Yes,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Media,Media,1,Laboratory Technician,Media,Single,1102.0,1,No,22,Muy_Alta,Alta,0,1,3,1,1,0
244,46,No,Travel_Rarely,Sales,1,Universitaria,Marketing,Media,Alta,3,Sales Executive,Alta,Divorced,10453.0,1,No,25,Muy_Alta,Alta,3,24,2,24,15,7
245,38,No,Travel_Rarely,Research & Development,9,Universitaria,Software Engineer,Alta,Alta,1,Laboratory Technician,Alta,Single,2288.0,1,No,12,Alta,Alta,0,2,3,2,2,1
246,31,No,Travel_Rarely,Research & Development,12,Universitaria,Systems Engineer,Alta,Alta,1,Research Scientist,Alta,Married,3929.0,8,Yes,23,Muy_Alta,Alta,1,7,0,4,0,2
247,34,No,Travel_Rarely,Research & Development,27,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2311.0,2,No,15,Alta,Muy_Alta,0,9,3,3,1,2
248,41,Yes,Travel_Rarely,Sales,20,Universitaria,Marketing,Media,Alta,1,Sales Representative,Alta,Single,3140.0,1,Yes,22,Muy_Alta,Muy_Alta,0,4,5,4,0,2
249,50,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,Alta,Media,1,Laboratory Technician,Media,Married,3690.0,2,No,15,Alta,Muy_Alta,1,5,2,3,0,2
252,33,No,Travel_Rarely,Research & Development,14,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2756.0,1,No,13,Alta,Muy_Alta,1,8,5,8,1,6
253,40,No,Travel_Rarely,Research & Development,4,Universitaria,Systems Engineer,Muy_Alta,Alta,5,CTO,Alta,Married,19033.0,1,No,14,Alta,Media,1,21,2,20,9,9
254,55,No,Travel_Rarely,Research & Development,14,Master,Systems Engineer,Alta,Muy_Alta,5,Research Director,Muy_Alta,Single,18722.0,8,No,11,Alta,Muy_Alta,0,36,3,24,2,15
259,52,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Alta,Media,5,CTO,Media,Married,19999.0,0,No,14,Alta,Baja,1,34,5,33,11,9
260,27,No,Travel_Rarely,Research & Development,9,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2279.0,1,No,16,Alta,Muy_Alta,0,7,2,7,0,3
261,35,Yes,Travel_Rarely,Research & Development,23,Universitaria,Software Engineer,Media,Media,2,Data Scientist,Media,Married,5916.0,3,Yes,13,Alta,Baja,0,8,1,1,0,1
264,45,No,Non-Travel,Financial,2,Universitaria,Finanzas,Baja,Media,4,CFO,Media,Married,16792.0,9,No,23,Muy_Alta,Muy_Alta,1,22,1,20,11,8
267,37,No,Travel_Rarely,Research & Development,21,Master,Software Engineer,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3564.0,1,Yes,12,Alta,Baja,1,8,3,8,1,7
269,35,No,Travel_Frequently,Financial,2,Universitaria,Finanzas,Media,Alta,2,Treasurer,Alta,Single,4425.0,5,No,11,Alta,Muy_Alta,0,10,5,6,1,2
270,42,No,Non-Travel,Research & Development,21,Universitaria,Systems Engineer,Alta,Alta,2,Data Scientist,Alta,Divorced,5265.0,2,No,16,Alta,Media,1,11,5,5,0,2
271,38,No,Travel_Rarely,Financial,2,Universitaria,Ingeniería Administrativa,Muy_Alta,Alta,2,Accountant,Alta,Married,6553.0,9,No,14,Alta,Media,0,14,3,1,0,0
273,38,No,Travel_Rarely,Research & Development,29,Universitaria,Software Technologist,Muy_Alta,Alta,2,Data Scientist,Alta,Married,6261.0,3,No,18,Alta,Baja,1,9,3,7,1,7
274,27,No,Travel_Frequently,Research & Development,1,Universitaria,Software Technologist,Alta,Media,2,Data Scientist,Media,Married,4298.0,5,No,19,Alta,Alta,1,6,1,2,2,0
275,49,No,Non-Travel,Research & Development,18,Universitaria,Software Engineer,Muy_Alta,Alta,2,Data Scientist,Alta,Divorced,6804.0,1,Yes,15,Alta,Baja,2,7,0,7,1,7
277,34,No,Travel_Frequently,Research & Development,10,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Divorced,3815.0,1,Yes,17,Alta,Muy_Alta,1,5,4,5,2,0
281,40,No,Travel_Rarely,Research & Development,19,Universitaria,Systems Engineer,Alta,Alta,2,Laboratory Technician,Alta,Married,2741.0,8,Yes,15,Alta,Alta,1,15,2,7,3,7
282,38,Yes,Travel_Rarely,Research & Development,29,Universitaria,Systems Engineer,Media,Alta,2,Software Engineer,Alta,Married,6673.0,7,Yes,19,Alta,Media,0,17,2,1,0,0
283,29,Yes,Travel_Rarely,Sales,27,Universitaria,Marketing,Media,Alta,3,Sales Executive,Alta,Married,7639.0,1,No,22,Muy_Alta,Muy_Alta,3,10,3,10,1,9
284,22,No,Travel_Rarely,Research & Development,5,Master,Software Engineer,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Divorced,2328.0,1,Yes,16,Alta,Baja,1,4,2,4,2,2
286,36,No,Travel_Frequently,Research & Development,18,Universitaria,Systems Engineer,Media,Alta,1,Laboratory Technician,Alta,Single,2153.0,1,No,13,Alta,Baja,0,8,2,8,1,7
287,40,No,Non-Travel,Research & Development,9,Universitaria,Software Engineer,Muy_Alta,Media,2,Software Engineer,Media,Married,4876.0,9,No,14,Alta,Muy_Alta,1,5,5,3,0,2
288,46,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,Muy_Alta,Alta,3,Software Engineer,Alta,Divorced,9396.0,7,No,16,Alta,Alta,1,17,3,4,0,3
291,32,Yes,Travel_Rarely,Sales,4,Primaria,Medical,Muy_Alta,Baja,3,Sales Executive,Baja,Married,10400.0,1,No,11,Alta,Alta,0,14,2,14,9,8
292,30,No,Non-Travel,Research & Development,1,Universitaria,Software Engineer,Alta,Media,3,Data Scientist,Media,Single,8474.0,1,No,22,Muy_Alta,Alta,0,12,2,11,5,8
293,27,No,Travel_Frequently,Sales,20,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Single,9981.0,1,No,14,Alta,Muy_Alta,0,7,2,7,0,7
297,30,Yes,Travel_Rarely,Research & Development,3,Universitaria,Software Technologist,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2657.0,5,Yes,11,Alta,Alta,0,8,5,5,0,4
298,41,No,Travel_Rarely,Sales,6,Universitaria,Life Sciences,Muy_Alta,Alta,3,CMO,Alta,Single,13591.0,3,Yes,18,Alta,Alta,0,16,3,1,0,0
299,30,Yes,Travel_Frequently,Sales,26,Universitaria,Marketing,Alta,Media,2,Sales Executive,Media,Single,6696.0,5,No,15,Alta,Alta,0,9,5,6,0,1
300,29,Yes,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,Alta,Alta,1,Research Scientist,Alta,Single,2058.0,0,No,14,Alta,Muy_Alta,0,7,1,6,1,5
302,45,No,Non-Travel,Sales,6,Universitaria,Medical,Muy_Alta,Media,3,Sales Executive,Media,Single,8865.0,6,No,12,Alta,Muy_Alta,0,23,2,19,12,8
303,54,No,Travel_Rarely,Sales,3,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Married,5940.0,2,No,14,Alta,Muy_Alta,1,16,4,6,0,5
304,36,No,Travel_Rarely,Research & Development,5,Universitaria,Software Engineer,Muy_Alta,Alta,2,Laboratory Technician,Alta,Single,5914.0,8,No,16,Alta,Muy_Alta,0,16,3,13,3,7
305,33,No,Travel_Rarely,Research & Development,4,Universitaria,Systems Engineer,Alta,Media,1,Research Scientist,Media,Married,2622.0,6,No,21,Muy_Alta,Muy_Alta,0,7,3,3,1,1
306,37,No,Travel_Frequently,Financial,11,Universitaria,Other,Media,Alta,3,Financial Director,Alta,Divorced,12185.0,1,Yes,14,Alta,Alta,3,10,1,10,0,7
307,38,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,Baja,Alta,3,Sales Executive,Alta,Divorced,10609.0,0,No,12,Alta,Alta,2,17,6,16,5,13
308,31,No,Non-Travel,Research & Development,1,Primaria,Systems Engineer,Alta,Baja,2,Data Scientist,Baja,Married,4345.0,0,No,12,Alta,Muy_Alta,1,6,2,5,1,4
309,59,No,Travel_Rarely,Research & Development,3,Universitaria,Software Engineer,Alta,Media,1,Research Scientist,Media,Married,2177.0,3,No,17,Alta,Baja,1,7,6,1,0,0
312,29,No,Travel_Frequently,Sales,1,Universitaria,Medical,Media,Alta,3,Sales Executive,Alta,Married,7918.0,1,No,14,Alta,Muy_Alta,1,11,5,11,4,1
314,35,No,Travel_Frequently,Sales,1,Universitaria,Marketing,Alta,Alta,3,Sales Executive,Alta,Single,8789.0,1,No,14,Alta,Baja,0,10,3,10,0,8
315,29,Yes,Travel_Rarely,Research & Development,18,Universitaria,Systems Engineer,Alta,Media,1,Research Scientist,Media,Single,2389.0,1,Yes,13,Alta,Alta,0,4,3,4,0,1
316,52,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Alta,Media,1,Laboratory Technician,Media,Single,3212.0,7,No,15,Alta,Media,0,6,3,2,2,2
319,42,No,Travel_Rarely,Research & Development,4,Universitaria,Software Technologist,Alta,No aplica,5,CTO,No aplica,Married,19232.0,1,No,11,Alta,Muy_Alta,0,22,3,22,11,15
323,50,No,Travel_Rarely,Sales,1,Universitaria,Medical,Muy_Alta,Alta,5,CMO,Alta,Divorced,19517.0,3,No,11,Alta,Alta,1,32,3,7,0,6
325,33,Yes,Travel_Rarely,Research & Development,14,Universitaria,Systems Engineer,Alta,Alta,1,Laboratory Technician,Alta,Married,2436.0,5,Yes,13,Alta,Alta,1,8,2,5,0,4
327,43,No,Travel_Rarely,Sales,16,Universitaria,Marketing,Muy_Alta,Alta,4,CMO,Alta,Married,16064.0,5,Yes,22,Muy_Alta,Alta,1,22,3,17,1,9
328,33,Yes,Travel_Rarely,Financial,2,Universitaria,Ingeniería Administrativa,Baja,Alta,1,Treasurer,Alta,Married,2707.0,7,No,20,Muy_Alta,Baja,0,13,3,9,1,7
329,52,No,Non-Travel,Sales,2,Universitaria,Life Sciences,Baja,Media,5,CMO,Media,Single,19068.0,1,Yes,18,Alta,Muy_Alta,0,33,2,33,15,12
331,32,Yes,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Muy_Alta,Media,1,Laboratory Technician,Media,Single,3730.0,0,Yes,14,Alta,Muy_Alta,0,4,2,3,1,2
332,39,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,Alta,Alta,1,Laboratory Technician,Alta,Divorced,2232.0,7,No,14,Alta,Alta,3,7,1,3,1,2
333,32,No,Non-Travel,Sales,26,Universitaria,Marketing,Alta,Alta,2,Sales Executive,No aplica,Married,4465.0,0,No,18,Alta,Baja,0,4,2,3,2,2
335,40,No,Travel_Rarely,Research & Development,24,Universitaria,Software Technologist,Baja,Alta,2,Research Scientist,Alta,Divorced,3319.0,1,No,17,Alta,Baja,2,9,3,9,4,7
336,45,No,Travel_Rarely,Research & Development,1,Master,Other,Alta,Muy_Alta,5,CTO,Muy_Alta,Married,19202.0,0,No,11,Alta,Alta,1,25,2,24,1,7
337,31,No,Travel_Frequently,Research & Development,3,Universitaria,Systems Engineer,Media,Alta,3,Research Director,Alta,Divorced,13675.0,9,No,12,Alta,Baja,1,9,3,2,2,2
339,34,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Muy_Alta,Media,2,Data Scientist,Media,Married,5957.0,6,No,13,Alta,Media,1,13,3,11,5,9
340,37,No,Travel_Rarely,Financial,1,Universitaria,Finanzas,Alta,Media,1,Financial Analyst,Media,Married,3920.0,2,No,14,Alta,Baja,1,17,2,3,0,2
341,45,No,Travel_Frequently,Research & Development,7,Master,Software Engineer,Baja,Muy_Alta,2,Data Scientist,Muy_Alta,Married,6434.0,4,No,17,Alta,Muy_Alta,1,9,1,3,0,2
342,37,Yes,Travel_Frequently,Research & Development,10,Universitaria,Systems Engineer,Baja,Alta,3,Data Scientist,No aplica,Divorced,10048.0,6,No,11,Alta,Media,2,17,5,1,0,0
343,39,No,Travel_Frequently,Research & Development,2,Universitaria,Software Technologist,Alta,Alta,3,Software Engineer,Alta,Single,10938.0,0,No,25,Muy_Alta,Muy_Alta,0,20,1,19,11,8
346,29,No,Travel_Rarely,Research & Development,15,Universitaria,Software Engineer,Alta,Alta,1,Research Scientist,Alta,Single,2340.0,1,No,19,Alta,Baja,0,6,1,6,1,5
347,42,No,Travel_Rarely,Research & Development,17,Master,Software Engineer,Muy_Alta,Muy_Alta,2,Research Scientist,Muy_Alta,Single,6545.0,3,Yes,13,Alta,Alta,0,10,1,3,0,2
349,29,No,Travel_Rarely,Sales,20,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,6931.0,2,No,14,Alta,Muy_Alta,1,10,2,3,0,2
350,25,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Baja,Alta,2,Data Scientist,Alta,Married,4898.0,0,No,12,Alta,Muy_Alta,2,5,3,4,1,2
351,42,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,Muy_Alta,Media,1,Laboratory Technician,Media,Divorced,2593.0,0,Yes,11,Alta,Alta,1,10,4,9,7,8
352,40,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,Baja,Alta,5,Research Director,Alta,Divorced,19436.0,0,No,19,Alta,Muy_Alta,1,22,5,21,3,9
353,51,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Alta,Alta,1,Research Scientist,Alta,Married,2723.0,1,No,11,Alta,Media,0,1,0,1,0,0
359,32,No,Travel_Frequently,Research & Development,7,Master,Software Engineer,Media,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,2794.0,1,No,20,Muy_Alta,Alta,0,5,3,5,0,3
361,38,No,Non-Travel,Sales,2,Universitaria,Life Sciences,Muy_Alta,Media,2,Sales Executive,Media,Married,5249.0,3,No,18,Alta,Muy_Alta,1,13,0,8,7,5
362,32,No,Travel_Rarely,Research & Development,2,Universitaria,Software Technologist,Muy_Alta,Media,2,Laboratory Technician,Media,Single,2176.0,4,No,13,Alta,Muy_Alta,0,9,5,6,0,4
363,46,No,Travel_Rarely,Sales,2,Primaria,Technical Degree,Alta,Baja,4,CMO,Baja,Married,16872.0,3,Yes,12,Alta,Media,1,28,2,7,7,7
364,28,Yes,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Baja,Alta,1,Laboratory Technician,Alta,Single,3485.0,2,No,11,Alta,Alta,0,5,5,0,0,0
366,29,No,Travel_Rarely,Sales,2,Universitaria,Medical,Baja,Media,2,Sales Executive,Media,Married,6644.0,2,No,19,Alta,Media,2,10,2,0,0,0
367,31,No,Travel_Rarely,Research & Development,23,Universitaria,Systems Engineer,Media,Media,2,Software Engineer,Media,Married,5582.0,0,No,21,Muy_Alta,Media,1,10,2,9,7,8
369,25,No,Non-Travel,Research & Development,5,Master,Software Engineer,Media,Muy_Alta,2,Software Engineer,Muy_Alta,Divorced,4000.0,1,No,12,Alta,Muy_Alta,2,6,2,6,1,5
372,45,No,Travel_Rarely,Research & Development,20,Universitaria,Systems Engineer,Alta,Alta,4,Software Engineer,Alta,Married,13496.0,0,Yes,14,Alta,Media,0,21,2,20,4,10
373,36,No,Travel_Rarely,Research & Development,6,Universitaria,Software Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3210.0,0,No,11,Alta,Alta,1,16,4,15,10,11
374,55,No,Travel_Rarely,Financial,1,Universitaria,Finanzas,Muy_Alta,Alta,5,CFO,Alta,Single,19045.0,0,Yes,14,Alta,Alta,0,37,2,36,4,13
376,47,Yes,Non-Travel,Research & Development,29,Universitaria,Software Engineer,Baja,Alta,3,CTO,Alta,Married,11849.0,1,Yes,12,Alta,Muy_Alta,1,10,2,10,9,9
377,28,No,Travel_Rarely,Research & Development,9,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2070.0,1,No,23,Muy_Alta,Muy_Alta,1,5,3,5,0,4
378,37,No,Travel_Rarely,Sales,6,Universitaria,Medical,Alta,Alta,2,Sales Executive,Alta,Married,6502.0,4,No,14,Alta,Media,1,7,5,5,0,1
379,21,No,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,Muy_Alta,Media,1,Research Scientist,Media,Single,3230.0,1,No,17,Alta,Baja,0,3,4,3,1,0
380,37,No,Non-Travel,Research & Development,1,Universitaria,Systems Engineer,Baja,Alta,3,Research Director,No aplica,Divorced,13603.0,2,Yes,18,Alta,Baja,2,15,2,5,0,2
381,35,No,Travel_Rarely,Research & Development,22,Master,Software Engineer,Media,Muy_Alta,3,CTO,Muy_Alta,Divorced,11996.0,7,No,18,Alta,Media,1,10,6,7,6,2
382,38,No,Travel_Rarely,Sales,7,Universitaria,Medical,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5605.0,1,Yes,24,Muy_Alta,Alta,1,8,3,8,7,7
384,26,No,Travel_Frequently,Financial,1,Universitaria,Ingeniería Administrativa,Alta,Alta,2,Accountant,Alta,Divorced,6397.0,1,No,20,Muy_Alta,Baja,1,6,6,6,1,4
385,50,No,Travel_Rarely,Financial,4,Universitaria,Ingeniería Administrativa,Baja,Alta,5,Financial Director,Alta,Divorced,19144.0,3,No,14,Alta,Baja,2,28,4,10,1,6
386,53,No,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,Alta,Alta,4,Research Director,Alta,Married,17584.0,3,Yes,16,Alta,Muy_Alta,3,21,5,5,1,3
387,42,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Married,4907.0,1,No,25,Muy_Alta,Alta,0,20,3,20,11,6
388,29,No,Travel_Frequently,Sales,2,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,4554.0,1,No,18,Alta,Baja,0,10,3,10,0,9
389,55,No,Travel_Rarely,Research & Development,20,Universitaria,Software Technologist,Media,Alta,2,Laboratory Technician,Alta,Married,5415.0,3,Yes,19,Alta,Muy_Alta,1,12,4,10,0,8
390,26,No,Travel_Frequently,Research & Development,11,Universitaria,Systems Engineer,Baja,Alta,2,Software Engineer,Alta,Married,4741.0,1,Yes,13,Alta,Alta,1,5,3,5,3,3
391,37,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2115.0,1,No,12,Alta,Media,0,17,3,17,5,7
392,44,Yes,Travel_Frequently,Research & Development,24,Universitaria,Software Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,3161.0,3,Yes,22,Muy_Alta,Muy_Alta,1,19,0,1,0,0
393,38,No,Travel_Rarely,Research & Development,23,Universitaria,Software Engineer,Muy_Alta,Alta,2,Software Engineer,Alta,Divorced,5745.0,9,No,14,Alta,Media,1,10,2,2,1,2
394,26,Yes,Travel_Rarely,Research & Development,16,Universitaria,Systems Engineer,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2373.0,2,Yes,13,Alta,Muy_Alta,1,5,2,3,0,2
395,28,No,Travel_Rarely,Research & Development,8,Universitaria,Software Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Single,3310.0,1,No,21,Muy_Alta,Muy_Alta,0,5,3,5,0,2
396,49,No,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,Alta,Alta,5,Research Director,Alta,Single,18665.0,9,Yes,11,Alta,Muy_Alta,0,22,4,3,1,2
397,36,No,Travel_Rarely,Financial,3,Universitaria,Contaduría,Alta,Alta,2,Financial Analyst,Alta,Single,4485.0,4,No,12,Alta,Muy_Alta,0,10,2,8,7,7
401,26,Yes,Travel_Rarely,Sales,4,Universitaria,Marketing,Muy_Alta,Media,2,Sales Executive,Media,Single,5828.0,1,Yes,12,Alta,Media,0,8,0,8,7,4
404,42,No,Travel_Frequently,Sales,26,Universitaria,Marketing,Alta,Alta,4,Sales Executive,Alta,Married,13525.0,5,No,14,Alta,Muy_Alta,1,23,2,20,4,8
405,18,Yes,Travel_Rarely,Research & Development,3,Universitaria,Software Engineer,Alta,Alta,1,Laboratory Technician,Alta,Single,1420.0,1,No,13,Alta,Alta,0,0,2,0,0,0
406,35,No,Travel_Rarely,Sales,16,Universitaria,Marketing,Alta,Alta,3,Sales Executive,Alta,Married,8020.0,0,No,15,Alta,Alta,2,12,3,11,6,9
407,36,No,Travel_Frequently,Research & Development,18,Master,Software Engineer,Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,3688.0,4,No,18,Alta,Muy_Alta,2,4,2,1,0,0
408,51,No,Travel_Rarely,Financial,2,Universitaria,Finanzas,Muy_Alta,Baja,2,Accountant,Baja,Divorced,5482.0,5,No,18,Alta,Muy_Alta,1,13,3,4,1,2
410,41,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Muy_Alta,Alta,4,CMO,Alta,Single,16015.0,1,No,19,Alta,Media,0,22,2,22,0,4
411,18,No,Travel_Rarely,Sales,10,Universitaria,Medical,Muy_Alta,Media,1,Sales Representative,Media,Single,1200.0,1,No,12,Alta,Baja,0,0,2,0,0,0
412,28,No,Travel_Rarely,Research & Development,16,Master,Systems Engineer,Media,Muy_Alta,2,Software Engineer,Muy_Alta,Single,5661.0,0,No,19,Alta,Alta,0,9,2,8,0,7
416,31,No,Travel_Rarely,Sales,7,Master,Technical Degree,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Married,6929.0,4,No,11,Alta,Media,1,10,3,8,7,7
417,39,No,Travel_Rarely,Financial,1,Master,Finanzas,Alta,Muy_Alta,3,Coordinator,Muy_Alta,Divorced,9613.0,0,No,17,Alta,Baja,3,19,5,18,3,7
419,36,No,Non-Travel,Research & Development,24,Universitaria,Software Engineer,Media,Alta,2,Laboratory Technician,Alta,Married,5674.0,7,No,15,Alta,Alta,1,11,3,9,0,8
420,32,No,Travel_Rarely,Sales,7,Universitaria,Life Sciences,Muy_Alta,Media,2,Sales Executive,Media,Married,5484.0,1,No,14,Alta,Alta,1,13,3,13,4,8
421,38,No,Travel_Rarely,Research & Development,25,Universitaria,Software Engineer,Baja,Media,3,Research Director,Media,Married,12061.0,3,No,17,Alta,Alta,1,19,2,10,0,1
422,58,No,Non-Travel,Financial,1,Universitaria,Ingeniería Administrativa,Muy_Alta,Baja,2,Coordinator,Baja,Divorced,5660.0,2,Yes,13,Alta,Muy_Alta,1,12,2,5,1,2
423,31,No,Travel_Rarely,Research & Development,5,Universitaria,Software Technologist,Alta,Alta,1,Research Scientist,Alta,Married,4821.0,0,Yes,12,Alta,Alta,1,6,4,5,0,3
425,45,No,Travel_Frequently,Research & Development,7,Universitaria,Software Engineer,Baja,Alta,3,Laboratory Technician,Alta,Divorced,5210.0,1,No,18,Alta,Baja,1,24,2,24,9,11
426,31,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Alta,Alta,1,Research Scientist,Alta,Divorced,2695.0,0,Yes,18,Alta,Media,1,3,2,2,2,2
428,33,No,Travel_Frequently,Research & Development,5,Universitaria,Software Engineer,Muy_Alta,Alta,3,CTO,Alta,Married,11878.0,6,No,11,Alta,Media,2,12,2,10,8,8
429,39,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,Alta,Alta,4,CTO,Alta,Married,17068.0,1,Yes,14,Alta,Muy_Alta,0,21,3,21,11,10
430,43,No,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,Alta,Alta,1,Laboratory Technician,Alta,Single,2455.0,0,No,19,Alta,Baja,0,9,5,8,1,7
431,49,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,Alta,Media,4,Software Engineer,Media,Single,13964.0,7,Yes,12,Alta,Muy_Alta,0,25,2,7,0,7
434,27,No,Travel_Rarely,Research & Development,5,Universitaria,Software Engineer,Alta,Alta,1,Research Scientist,No aplica,Single,2478.0,1,Yes,12,Alta,Media,0,4,2,4,1,2
436,32,No,Travel_Rarely,Sales,8,Universitaria,Technical Degree,Alta,Media,2,Sales Executive,Media,Married,5228.0,1,Yes,11,Alta,Muy_Alta,0,13,2,13,11,9
437,27,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4478.0,1,Yes,11,Alta,Baja,0,5,3,5,0,4
438,31,No,Travel_Rarely,Sales,7,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,7547.0,4,No,12,Alta,Muy_Alta,3,13,3,7,1,7
439,32,No,Travel_Rarely,Research & Development,2,Master,Systems Engineer,Baja,Muy_Alta,2,Research Scientist,Muy_Alta,Single,5055.0,7,No,16,Alta,Alta,0,10,0,7,0,7
440,28,Yes,Travel_Rarely,Research & Development,2,Primaria,Systems Engineer,Baja,Baja,1,Research Scientist,Baja,Married,3464.0,5,Yes,13,Alta,Muy_Alta,0,5,4,3,2,2
441,30,No,Travel_Rarely,Research & Development,28,Universitaria,Systems Engineer,Muy_Alta,Alta,2,Research Scientist,Alta,Married,5775.0,1,No,13,Alta,Muy_Alta,2,11,2,10,1,9
442,31,No,Travel_Frequently,Financial,7,Universitaria,Ingeniería Administrativa,Alta,Media,3,Accountant,Media,Married,8943.0,1,No,24,Muy_Alta,Baja,1,10,2,10,8,9
